acc_X_mean,acc_Y_mean,acc_Z_mean,acc_X_std,acc_Y_std,acc_Z_std,acc_mag,acc_X_kurtosis,acc_Y_kurtosis,acc_Z_kurtosis,acc_X_skew,acc_Y_skew,acc_Z_skew,gyro_X_mean,gyro_Y_mean,gyro_Z_mean,gyro_X_std,gyro_Y_std,gyro_Z_std,gyro_mag,gyro_X_kurtosis,gyro_Y_kurtosis,gyro_Z_kurtosis,gyro_X_skew,gyro_Y_skew,gyro_Z_skew,Dancer,movename
0.3259028314926306,-0.5193052270026991,-0.41278391141913323,0.5498195850537587,0.447848291518298,0.5188158773695652,0.7391083356949221,-0.3548856406924319,-0.3785934836055804,-0.7152024532828345,-0.746062255778114,-0.27932144143861326,0.22118246104625364,-17.32421875,-10.1171875,0.78125,72.2152775417003,75.42167632885062,75.60132877857332,20.077260514584847,-0.2744612729121063,1.3507268085088873,4.334908481854197,-0.7683831250713365,-0.10822384182656769,-1.8930259262549283,Alex,sidepump
0.325575019337347,-0.5197498817209717,-0.4130897081108881,0.5498212481864156,0.44762163462712273,0.5191430808951164,0.7394471852083938,-0.35669474891228203,-0.3749154575861633,-0.717552592004596,-0.7442676968010672,-0.27753986730184316,0.22050834754066043,-17.0703125,-9.94140625,1.1328125,72.28653624814172,75.46855539490308,75.63320146966397,19.786621521506685,-0.2739770634066159,1.3411511731813022,4.357876742411443,-0.7757446717360754,-0.1144980859070125,-1.9043743649955815,Alex,sidepump
0.32433200696144504,-0.5198099574195499,-0.4133122949199198,0.5498990836124207,0.4475921191057921,0.5193808906463221,0.739067450036953,-0.36488272479151984,-0.37443576139259394,-0.7192632803664774,-0.7372064112611191,-0.2772893763162812,0.2200237451822152,-16.9140625,-9.84375,1.46484375,72.3127063692226,75.48767231723998,75.62371623313139,19.62474691628711,-0.2711508550606889,1.3374000553326768,4.395134251032908,-0.7811934006675094,-0.11813705278401337,-1.9181697577989876,Alex,sidepump
0.32319702250612026,-0.519731584671038,-0.41312992617117117,0.5499751146136652,0.4476279208651168,0.5191852339850407,0.7384128732353514,-0.3723928977984916,-0.37501454547148105,-0.7178691634888952,-0.7307446285165188,-0.2776384326865405,0.22043184578029734,-17.03125,-9.98046875,1.25,72.28994523196587,75.47805760328912,75.66009968004107,19.779679801054076,-0.2728199049939626,1.338769699583942,4.359282059798542,-0.7772565034350465,-0.1127802239172817,-1.9071568280053268,Alex,sidepump
0.3223634281022032,-0.5199908704815737,-0.4129892734216216,0.5499906899201361,0.44750903471850145,0.5190333159075244,0.7381523048282841,-0.3771063676458182,-0.37309045904321314,-0.716801935828157,-0.7261400135880228,-0.2764869574927532,0.22076097826528143,-17.28515625,-10.0,1.15234375,72.23097511787788,75.4767359581642,75.67601776598048,20.002612896946193,-0.2749950024738568,1.3389569298866046,4.343287664721408,-0.7692087609548521,-0.11201341773579244,-1.9021875527024175,Alex,sidepump
0.32123833411679314,-0.5207592133733665,-0.4130761384317838,0.5499837311931338,0.4471553434003956,0.5191276652838981,0.7382520719653242,-0.3828907394370793,-0.3673388939502997,-0.717456222664925,-0.7200363280034825,-0.27308186894575215,0.22055041051791427,-17.48046875,-10.0390625,1.171875,72.17867182134592,75.47155023596329,75.67546579339222,20.19214834073526,-0.2756139605269361,1.3399141876924645,4.345466086652886,-0.7633548465017365,-0.11051137839903041,-1.90300279731899,Alex,sidepump
0.31960830028204557,-0.5203733168144119,-0.41291990983544224,0.5499218765972217,0.44728587788328017,0.5189541193624245,0.7371843096540514,-0.39020399033686104,-0.36933129602980186,-0.7163192962869376,-0.7114166755877815,-0.27513386307866083,0.22098323108487516,-17.890625,-10.078125,1.34765625,72.0095335688594,75.46634393809477,75.6430435723838,20.578125370752655,-0.2691768593096828,1.340879560315635,4.375729278937187,-0.7547027351223673,-0.10900923342221722,-1.9121566707864273,Alex,sidepump
0.3168839881015364,-0.5177093940531883,-0.4118511675407593,0.5495849238294324,0.44798402435585594,0.5177264141553934,0.7335256388230343,-0.39786955055563356,-0.37837784431948407,-0.7090326976442562,-0.6981632716719643,-0.2902603622962074,0.22455265012850467,-18.9453125,-10.15625,1.85546875,71.31313805792007,75.4538473575383,75.50103991468093,21.57584399432344,-0.22968689729173697,1.3432918370955091,4.482552014150441,-0.7540425283222751,-0.10603894963675084,-1.941407638514013,Alex,sidepump
0.3125907357165531,-0.5130003818591478,-0.4099664203146734,0.5487313777916545,0.4487051840293267,0.5154699366502791,0.7272928059791839,-0.4037451349145189,-0.38182953849254897,-0.6974330800499562,-0.6791614639905579,-0.31877948457472294,0.23232085854643306,-20.76171875,-10.41015625,2.3828125,69.54093539899354,75.3860987752371,75.37320677994913,23.34733633658606,-0.1701673725902788,1.3572588474242382,4.587708546413864,-0.8212053660538073,-0.0969695188149322,-1.9708689963717025,Alex,sidepump
0.3081451648579591,-0.5077551374692932,-0.40903791131328243,0.5478417755544912,0.44945828651169367,0.5143915842270679,0.721166232669925,-0.4091522879273066,-0.38304391996507947,-0.6911544731316037,-0.6594074779285966,-0.3504165411762106,0.2356884107219371,-22.734375,-10.9765625,2.3046875,67.40716271982896,75.18987399164136,75.3483021585994,25.35050917495914,-0.1267373360039028,1.398593689844903,4.589540216554506,-0.9328816239444487,-0.07809121908424188,-1.969678628360096,Alex,sidepump
