,Mark,PSPLL_power
2021-04-14 06:41:40.808649,0.0,0.03125
2021-04-14 06:41:40.920332,0.0,0.03125
2021-04-14 06:41:41.031531,0.0,0.03125
2021-04-14 06:41:41.143771,0.0,0.03125
2021-04-14 06:41:41.255974,0.0,0.03125
2021-04-14 06:41:41.367865,0.0,0.03125
2021-04-14 06:41:41.547293,0.0,0.03125
2021-04-14 06:41:41.675690,0.0,0.03125
2021-04-14 06:41:41.799070,0.0,0.03125
2021-04-14 06:41:41.910770,0.0,0.03125
2021-04-14 06:41:42.022434,0.0,0.03125
2021-04-14 06:41:42.133357,0.0,0.03125
2021-04-14 06:41:42.245300,0.0,0.03125
2021-04-14 06:41:42.356907,0.0,0.03125
2021-04-14 06:41:42.467830,0.0,0.03125
2021-04-14 06:41:42.635798,0.0,0.03125
2021-04-14 06:41:42.763984,0.0,0.03125
2021-04-14 06:41:42.874893,0.0,0.03125
2021-04-14 06:41:42.986649,0.0,0.03125
2021-04-14 06:41:43.098458,0.0,0.03125
2021-04-14 06:41:43.209482,0.0,0.03125
2021-04-14 06:41:43.321281,0.0,0.03125
2021-04-14 06:41:43.432847,0.0,0.03125
2021-04-14 06:41:43.544227,0.0,0.03125
2021-04-14 06:41:43.712149,0.0,0.03125
2021-04-14 06:41:43.841756,0.0,0.03125
2021-04-14 06:41:43.952997,0.0,0.03125
2021-04-14 06:41:44.064476,0.0,0.03125
2021-04-14 06:41:44.175644,0.0,0.03125
2021-04-14 06:41:44.287516,0.0,0.03125
2021-04-14 06:41:44.399201,0.0,0.03125
2021-04-14 06:41:44.510252,0.0,0.03125
2021-04-14 06:41:44.621950,0.0,0.03125
2021-04-14 06:41:44.789951,0.0,0.03125
2021-04-14 06:41:44.910377,0.0,0.03125
2021-04-14 06:41:45.027362,0.0,0.03125
2021-04-14 06:41:45.139398,0.0,0.03125
2021-04-14 06:41:45.251239,0.0,0.03125
2021-04-14 06:41:45.363209,0.0,0.03125
2021-04-14 06:41:45.475014,0.0,0.03125
2021-04-14 06:41:45.586579,0.0,0.03125
2021-04-14 06:41:45.697876,0.0,0.03125
2021-04-14 06:41:45.878249,0.0,0.03125
2021-04-14 06:41:45.993566,0.0,0.03125
2021-04-14 06:41:46.104797,0.0,0.03125
2021-04-14 06:41:46.216522,0.0,0.03125
2021-04-14 06:41:46.328381,0.0,0.03125
2021-04-14 06:41:46.439781,0.0,0.03125
2021-04-14 06:41:46.551528,0.0,0.03125
2021-04-14 06:41:46.663087,0.0,0.03125
2021-04-14 06:41:46.774186,0.0,0.03125
2021-04-14 06:41:46.953820,0.0,0.03125
2021-04-14 06:41:47.082698,0.0,0.03125
2021-04-14 06:41:47.194458,0.0,0.03125
2021-04-14 06:41:47.306337,0.0,0.03125
2021-04-14 06:41:47.417701,0.0,0.03125
2021-04-14 06:41:47.528852,0.0,0.03125
2021-04-14 06:41:47.640438,0.0,0.03125
2021-04-14 06:41:47.752256,0.0,0.03125
2021-04-14 06:41:47.864149,0.0,0.03125
2021-04-14 06:41:48.032087,0.0,0.03125
2021-04-14 06:41:48.159144,0.0,0.03125
2021-04-14 06:41:48.271272,0.0,0.03125
2021-04-14 06:41:48.383195,0.0,0.03125
2021-04-14 06:41:48.494664,0.0,0.03125
2021-04-14 06:41:48.606673,0.0,0.03125
2021-04-14 06:41:48.718184,0.0,0.03125
2021-04-14 06:41:48.830111,0.0,0.03125
2021-04-14 06:41:48.941091,0.0,0.03125
2021-04-14 06:41:49.108980,0.0,0.03125
2021-04-14 06:41:49.229420,0.0,0.03125
2021-04-14 06:41:49.349299,0.0,0.03125
2021-04-14 06:41:49.461082,0.0,0.03125
2021-04-14 06:41:49.572006,0.0,0.03125
2021-04-14 06:41:49.683656,0.0,0.03125
2021-04-14 06:41:49.795129,0.0,0.03125
2021-04-14 06:41:49.906930,0.0,0.03125
2021-04-14 06:41:50.018556,0.0,0.03125
2021-04-14 06:41:50.198457,0.0,0.03125
2021-04-14 06:41:50.327228,0.0,0.03125
2021-04-14 06:41:50.438863,0.0,0.03125
2021-04-14 06:41:50.550773,0.0,0.03125
2021-04-14 06:41:50.661956,0.0,0.03125
2021-04-14 06:41:50.774319,0.0,0.03125
2021-04-14 06:41:50.885621,0.0,0.03125
2021-04-14 06:41:50.997503,0.0,0.03125
2021-04-14 06:41:51.109587,0.0,0.03125
2021-04-14 06:41:51.278368,0.0,0.03125
2021-04-14 06:41:51.396371,0.0,0.03125
2021-04-14 06:41:51.507995,0.0,0.03125
2021-04-14 06:41:51.619708,0.0,0.03125
2021-04-14 06:41:51.731009,0.0,0.03125
2021-04-14 06:41:51.844763,0.0,0.03125
2021-04-14 06:41:51.956687,0.0,0.03125
2021-04-14 06:41:52.067980,0.0,0.03125
2021-04-14 06:41:52.179881,0.0,0.03125
2021-04-14 06:41:52.360271,0.0,0.03125
2021-04-14 06:41:52.477278,0.0,0.03125
2021-04-14 06:41:52.588757,0.0,0.03125
2021-04-14 06:41:52.700476,0.0,0.03125
2021-04-14 06:41:52.811734,0.0,0.03125
2021-04-14 06:41:52.923491,0.0,0.03125
2021-04-14 06:41:53.035305,0.0,0.03125
2021-04-14 06:41:53.147011,0.0,0.03125
2021-04-14 06:41:53.258183,0.0,0.03125
2021-04-14 06:41:53.438548,0.0,0.03125
2021-04-14 06:41:53.558253,0.0,0.03125
2021-04-14 06:41:53.679457,0.0,0.03125
2021-04-14 06:41:53.797105,0.0,0.03125
2021-04-14 06:41:53.909016,0.0,0.03125
2021-04-14 06:41:54.020726,0.0,0.03125
2021-04-14 06:41:54.132335,0.0,0.03125
2021-04-14 06:41:54.243487,0.0,0.03125
2021-04-14 06:41:54.356931,0.0,0.03125
2021-04-14 06:41:54.536475,0.0,0.03125
2021-04-14 06:41:54.654769,0.0,0.03125
2021-04-14 06:41:54.766986,0.0,0.03125
2021-04-14 06:41:54.878875,0.0,0.03125
2021-04-14 06:41:54.990613,0.0,0.03125
2021-04-14 06:41:55.102290,0.0,0.03125
2021-04-14 06:41:55.213568,0.0,0.03125
2021-04-14 06:41:55.325382,0.0,0.03125
2021-04-14 06:41:55.437208,0.0,0.03125
2021-04-14 06:41:55.615960,0.0,0.03125
2021-04-14 06:41:55.743343,0.0,0.03125
2021-04-14 06:41:55.856284,0.0,0.03125
2021-04-14 06:41:55.967899,0.0,0.03125
2021-04-14 06:41:56.079314,0.0,0.03125
2021-04-14 06:41:56.190172,0.0,0.03125
2021-04-14 06:41:56.301704,0.0,0.03125
2021-04-14 06:41:56.412555,0.0,0.03125
2021-04-14 06:41:56.523401,0.0,0.03125
2021-04-14 06:41:56.691123,0.0,0.03125
2021-04-14 06:41:56.811802,0.0,0.03125
2021-04-14 06:41:56.929682,0.0,0.03125
2021-04-14 06:41:57.041054,0.0,0.03125
2021-04-14 06:41:57.152925,0.0,0.03125
2021-04-14 06:41:57.264902,0.0,0.03125
2021-04-14 06:41:57.395470,0.0,0.03125
2021-04-14 06:41:57.518441,0.0,0.03125
2021-04-14 06:41:57.629296,0.0,0.03125
2021-04-14 06:41:57.798258,0.0,0.03125
2021-04-14 06:41:57.926907,0.0,0.03125
2021-04-14 06:41:58.040192,0.0,0.03125
2021-04-14 06:41:58.152642,0.0,0.03125
2021-04-14 06:41:58.265205,0.0,0.03125
2021-04-14 06:41:58.377116,0.0,0.03125
2021-04-14 06:41:58.488121,0.0,0.03125
2021-04-14 06:41:58.599532,0.0,0.03125
2021-04-14 06:41:58.711083,0.0,0.03125
2021-04-14 06:41:58.880076,0.0,0.03125
2021-04-14 06:41:59.005570,0.0,0.03125
2021-04-14 06:41:59.128422,0.0,0.03125
2021-04-14 06:41:59.239823,0.0,0.03125
2021-04-14 06:41:59.351671,0.0,0.03125
2021-04-14 06:41:59.463353,0.0,0.03125
2021-04-14 06:41:59.574420,0.0,0.03125
2021-04-14 06:41:59.687016,0.0,0.03125
2021-04-14 06:41:59.798534,0.0,0.03125
2021-04-14 06:41:59.965522,0.0,0.03125
2021-04-14 06:42:00.087036,0.0,0.03125
2021-04-14 06:42:00.207939,0.0,0.03125
2021-04-14 06:42:00.325444,0.0,0.03125
2021-04-14 06:42:00.437347,0.0,0.03125
2021-04-14 06:42:00.549081,0.0,0.03125
2021-04-14 06:42:00.660140,0.0,0.03125
2021-04-14 06:42:00.772038,0.0,0.03125
2021-04-14 06:42:00.883808,0.0,0.03125
2021-04-14 06:42:01.064090,0.0,0.03125
2021-04-14 06:42:01.183969,0.0,0.03125
2021-04-14 06:42:01.303978,0.0,0.03125
2021-04-14 06:42:01.416697,0.0,0.03125
2021-04-14 06:42:01.529886,0.0,0.03125
2021-04-14 06:42:01.640875,0.0,0.03125
2021-04-14 06:42:01.752674,0.0,0.03125
2021-04-14 06:42:01.863880,0.0,0.03125
2021-04-14 06:42:01.977505,0.0,0.03125
2021-04-14 06:42:02.157697,0.0,0.03125
2021-04-14 06:42:02.283749,0.0,0.03125
2021-04-14 06:42:02.404174,0.0,0.03125
2021-04-14 06:42:02.525125,0.0,0.03125
2021-04-14 06:42:02.653214,0.0,0.03125
2021-04-14 06:42:02.768174,0.0,0.03125
2021-04-14 06:42:02.899413,0.0,0.03125
2021-04-14 06:42:03.011225,0.0,0.03125
2021-04-14 06:42:03.122752,0.0,0.03125
2021-04-14 06:42:03.291905,0.0,0.03125
2021-04-14 06:42:03.419217,0.0,0.03125
2021-04-14 06:42:03.542771,0.0,0.03125
2021-04-14 06:42:03.654372,0.0,0.03125
2021-04-14 06:42:03.765812,0.0,0.03125
2021-04-14 06:42:03.877488,0.0,0.03125
2021-04-14 06:42:03.989219,0.0,0.03125
2021-04-14 06:42:04.100633,0.0,0.03125
2021-04-14 06:42:04.212162,0.0,0.03125
2021-04-14 06:42:04.381343,0.0,0.03125
2021-04-14 06:42:04.500999,0.0,0.03125
2021-04-14 06:42:04.622378,0.0,0.03125
2021-04-14 06:42:04.753536,0.0,0.03125
2021-04-14 06:42:04.865038,0.0,0.03125
2021-04-14 06:42:04.978153,0.0,0.03125
2021-04-14 06:42:05.089765,0.0,0.03125
2021-04-14 06:42:05.202396,0.0,0.03125
2021-04-14 06:42:05.314228,0.0,0.03125
2021-04-14 06:42:05.481604,0.0,0.03125
2021-04-14 06:42:05.607365,0.0,0.03125
2021-04-14 06:42:05.729837,0.0,0.03125
2021-04-14 06:42:05.841996,0.0,0.03125
2021-04-14 06:42:05.953820,0.0,0.03125
2021-04-14 06:42:06.065626,0.0,0.03125
2021-04-14 06:42:06.176821,0.0,0.03125
2021-04-14 06:42:06.288260,0.0,0.03125
2021-04-14 06:42:06.400105,0.0,0.03125
2021-04-14 06:42:06.568755,0.0,0.03125
2021-04-14 06:42:06.694236,0.0,0.03125
2021-04-14 06:42:06.809287,0.0,0.03125
2021-04-14 06:42:06.930523,0.0,0.03125
2021-04-14 06:42:07.050370,0.0,0.03125
2021-04-14 06:42:07.169663,0.0,0.03125
2021-04-14 06:42:07.281549,0.0,0.03125
2021-04-14 06:42:07.392921,0.0,0.03125
2021-04-14 06:42:07.504757,0.0,0.03125
2021-04-14 06:42:07.684729,0.0,0.03125
2021-04-14 06:42:07.806750,0.0,0.03125
2021-04-14 06:42:07.933619,0.0,0.03125
2021-04-14 06:42:08.048682,0.0,0.03125
2021-04-14 06:42:08.175806,0.0,0.03125
2021-04-14 06:42:08.299503,0.0,0.03125
2021-04-14 06:42:08.413528,0.0,0.03125
2021-04-14 06:42:08.525060,0.0,0.03125
2021-04-14 06:42:08.636447,0.0,0.03125
2021-04-14 06:42:08.804566,0.0,0.03125
2021-04-14 06:42:08.925817,0.0,0.03125
2021-04-14 06:42:09.046630,0.0,0.03125
2021-04-14 06:42:09.174082,0.0,0.03125
2021-04-14 06:42:09.289158,0.0,0.03125
2021-04-14 06:42:09.412227,0.0,0.03125
2021-04-14 06:42:09.529864,0.0,0.03125
2021-04-14 06:42:09.647640,0.0,0.03125
2021-04-14 06:42:09.759034,0.0,0.03125
2021-04-14 06:42:09.938640,0.0,0.03125
2021-04-14 06:42:10.059944,0.0,0.03125
2021-04-14 06:42:10.181065,0.0,0.03125
2021-04-14 06:42:10.303004,0.0,0.03125
2021-04-14 06:42:10.432199,0.0,0.03125
2021-04-14 06:42:10.546804,0.0,0.03125
2021-04-14 06:42:10.667759,0.0,0.03125
2021-04-14 06:42:10.796464,0.0,0.03125
2021-04-14 06:42:10.917931,0.0,0.03125
2021-04-14 06:42:11.098758,0.0,0.03125
2021-04-14 06:42:11.225103,0.0,0.03125
2021-04-14 06:42:11.346122,0.0,0.03125
2021-04-14 06:42:11.468048,0.0,0.03125
2021-04-14 06:42:11.586060,0.0,0.03125
2021-04-14 06:42:11.699095,0.0,0.03125
2021-04-14 06:42:11.811439,0.0,0.03125
2021-04-14 06:42:11.925074,0.0,0.03125
2021-04-14 06:42:12.036998,0.0,0.03125
2021-04-14 06:42:12.205336,0.0,0.03125
2021-04-14 06:42:12.325611,0.0,0.03125
2021-04-14 06:42:12.445995,0.0,0.03125
2021-04-14 06:42:12.563325,0.0,0.03125
2021-04-14 06:42:12.676105,0.0,0.03125
2021-04-14 06:42:12.788033,0.0,0.03125
2021-04-14 06:42:12.899732,0.0,0.03125
2021-04-14 06:42:13.011824,0.0,0.03125
2021-04-14 06:42:13.123000,0.0,0.03125
2021-04-14 06:42:13.302786,0.0,0.03125
2021-04-14 06:42:13.425488,0.0,0.03125
2021-04-14 06:42:13.537481,0.0,0.03125
2021-04-14 06:42:13.649101,0.0,0.03125
2021-04-14 06:42:13.761237,0.0,0.03125
2021-04-14 06:42:13.873212,0.0,0.03125
2021-04-14 06:42:13.985109,0.0,0.03125
2021-04-14 06:42:14.096877,0.0,0.03125
2021-04-14 06:42:14.208919,0.0,0.03125
2021-04-14 06:42:14.389183,0.0,0.03125
2021-04-14 06:42:14.507309,0.0,0.03125
2021-04-14 06:42:14.619378,0.0,0.03125
2021-04-14 06:42:14.731336,0.0,0.03125
2021-04-14 06:42:14.843631,0.0,0.03125
2021-04-14 06:42:14.955743,0.0,0.03125
2021-04-14 06:42:15.067607,0.0,0.03125
2021-04-14 06:42:15.179555,0.0,0.03125
2021-04-14 06:42:15.291204,0.0,0.03125
2021-04-14 06:42:15.471417,0.0,0.03125
2021-04-14 06:42:15.592040,0.0,0.03125
2021-04-14 06:42:15.713172,0.0,0.03125
2021-04-14 06:42:15.840531,0.0,0.03125
2021-04-14 06:42:15.955178,0.0,0.03125
2021-04-14 06:42:16.076079,0.0,0.03125
2021-04-14 06:42:16.198113,0.0,0.03125
2021-04-14 06:42:16.319164,0.0,0.03125
2021-04-14 06:42:16.447415,0.0,0.03125
2021-04-14 06:42:16.631798,0.0,0.03125
2021-04-14 06:42:16.757993,0.0,0.03125
2021-04-14 06:42:16.873453,0.0,0.03125
2021-04-14 06:42:17.000922,0.0,0.03125
2021-04-14 06:42:17.116281,0.0,0.03125
2021-04-14 06:42:17.237765,0.0,0.03125
2021-04-14 06:42:17.357941,0.0,0.03125
2021-04-14 06:42:17.476071,0.0,0.03125
2021-04-14 06:42:17.593769,0.0,0.03125
2021-04-14 06:42:17.774860,0.0,0.03125
2021-04-14 06:42:17.894834,0.0,0.03125
2021-04-14 06:42:18.016399,0.0,0.03125
2021-04-14 06:42:18.137836,0.0,0.03125
2021-04-14 06:42:18.258856,0.0,0.03125
2021-04-14 06:42:18.381356,0.0,0.03125
2021-04-14 06:42:18.508853,0.0,0.03125
2021-04-14 06:42:18.632570,0.0,0.03125
2021-04-14 06:42:18.753514,0.0,0.03125
2021-04-14 06:42:18.937134,0.0,0.03125
2021-04-14 06:42:19.062982,0.0,0.03125
2021-04-14 06:42:19.178191,0.0,0.03125
2021-04-14 06:42:19.299332,0.0,0.03125
2021-04-14 06:42:19.419230,0.0,0.03125
2021-04-14 06:42:19.540423,0.0,0.03125
2021-04-14 06:42:19.668118,0.0,0.03125
2021-04-14 06:42:19.788880,0.0,0.03125
2021-04-14 06:42:19.903987,0.0,0.03125
2021-04-14 06:42:20.093008,0.0,0.03125
2021-04-14 06:42:20.221520,0.0,0.03125
2021-04-14 06:42:20.343416,0.0,0.03125
2021-04-14 06:42:20.461592,0.0,0.03125
2021-04-14 06:42:20.578769,0.0,0.03125
2021-04-14 06:42:20.696567,0.0,0.03125
2021-04-14 06:42:20.809998,0.0,0.03125
2021-04-14 06:42:20.922187,0.0,0.03125
2021-04-14 06:42:21.034866,0.0,0.03125
2021-04-14 06:42:21.202720,0.0,0.03125
2021-04-14 06:42:21.329462,0.0,0.03125
2021-04-14 06:42:21.455149,0.0,0.03125
2021-04-14 06:42:21.572474,0.0,0.03125
2021-04-14 06:42:21.689607,0.0,0.03125
2021-04-14 06:42:21.808079,0.0,0.03125
2021-04-14 06:42:21.925755,0.0,0.03125
2021-04-14 06:42:22.044236,0.0,0.03125
2021-04-14 06:42:22.161389,0.0,0.03125
2021-04-14 06:42:22.337287,0.0,0.03125
2021-04-14 06:42:22.463321,0.0,0.03125
2021-04-14 06:42:22.584403,0.0,0.03125
2021-04-14 06:42:22.699662,0.0,0.03125
2021-04-14 06:42:22.820411,0.0,0.03125
2021-04-14 06:42:22.944804,0.0,0.03125
2021-04-14 06:42:23.072284,0.0,0.03125
2021-04-14 06:42:23.187647,0.0,0.03125
2021-04-14 06:42:23.310300,0.0,0.03125
2021-04-14 06:42:23.501212,0.0,0.03125
2021-04-14 06:42:23.621017,0.0,0.03125
2021-04-14 06:42:23.742119,0.0,0.03125
2021-04-14 06:42:23.865365,0.0,0.03125
2021-04-14 06:42:23.991623,0.0,0.03125
2021-04-14 06:42:24.112626,0.0,0.03125
2021-04-14 06:42:24.233632,0.0,0.03125
2021-04-14 06:42:24.348576,0.0,0.03125
2021-04-14 06:42:24.475923,0.0,0.03125
2021-04-14 06:42:24.659295,0.0,0.03125
2021-04-14 06:42:24.778745,0.0,0.03125
2021-04-14 06:42:24.906056,0.0,0.03125
2021-04-14 06:42:25.021276,0.0,0.03125
2021-04-14 06:42:25.148404,0.0,0.03125
2021-04-14 06:42:25.263662,0.0,0.03125
2021-04-14 06:42:25.391023,0.0,0.03125
2021-04-14 06:42:25.506253,0.0,0.03125
2021-04-14 06:42:25.633089,0.0,0.03125
2021-04-14 06:42:25.816447,0.0,0.03125
2021-04-14 06:42:25.944059,0.0,0.03125
2021-04-14 06:42:26.064791,0.0,0.03125
2021-04-14 06:42:26.185729,0.0,0.03125
2021-04-14 06:42:26.306577,0.0,0.03125
2021-04-14 06:42:26.421454,0.0,0.03125
2021-04-14 06:42:26.548582,0.0,0.03125
2021-04-14 06:42:26.669565,0.0,0.03125
2021-04-14 06:42:26.790722,0.0,0.03125
2021-04-14 06:42:26.973643,0.0,0.03125
2021-04-14 06:42:27.102327,0.0,0.03125
2021-04-14 06:42:27.223780,0.0,0.03125
2021-04-14 06:42:27.342902,0.0,0.03125
2021-04-14 06:42:27.461414,0.0,0.03125
2021-04-14 06:42:27.583036,0.0,0.03125
2021-04-14 06:42:27.704107,0.0,0.03125
2021-04-14 06:42:27.825397,0.0,0.03125
2021-04-14 06:42:27.948593,0.0,0.03125
2021-04-14 06:42:28.131590,0.0,0.03125
2021-04-14 06:42:28.251958,0.0,0.03125
2021-04-14 06:42:28.373098,0.0,0.03125
2021-04-14 06:42:28.500337,0.0,0.03125
2021-04-14 06:42:28.615470,0.0,0.03125
2021-04-14 06:42:28.736432,0.0,0.03125
2021-04-14 06:42:28.863742,0.0,0.03125
2021-04-14 06:42:28.987420,0.0,0.03125
2021-04-14 06:42:29.109713,0.0,0.03125
2021-04-14 06:42:29.284748,0.0,0.03125
2021-04-14 06:42:29.407773,0.0,0.03125
2021-04-14 06:42:29.528738,0.0,0.03125
2021-04-14 06:42:29.651277,0.0,0.03125
2021-04-14 06:42:29.771079,0.0,0.03125
2021-04-14 06:42:29.893784,0.0,0.03125
2021-04-14 06:42:30.021603,0.0,0.03125
2021-04-14 06:42:30.143446,0.0,0.03125
2021-04-14 06:42:30.264664,0.0,0.03125
2021-04-14 06:42:30.447895,0.0,0.03125
2021-04-14 06:42:30.567796,0.0,0.03125
2021-04-14 06:42:30.694722,0.0,0.03125
2021-04-14 06:42:30.809945,0.0,0.03125
2021-04-14 06:42:30.936853,0.0,0.03125
2021-04-14 06:42:31.052067,0.0,0.03125
2021-04-14 06:42:31.173978,0.0,0.03125
2021-04-14 06:42:31.300667,0.0,0.03125
2021-04-14 06:42:31.424692,0.0,0.03125
2021-04-14 06:42:31.601671,0.0,0.03125
2021-04-14 06:42:31.721862,0.0,0.03125
2021-04-14 06:42:31.854150,0.0,0.03125
2021-04-14 06:42:31.975715,0.0,0.03125
2021-04-14 06:42:32.093144,0.0,0.03125
2021-04-14 06:42:32.210354,0.0,0.03125
2021-04-14 06:42:32.330872,0.0,0.03125
2021-04-14 06:42:32.444470,0.0,0.03125
2021-04-14 06:42:32.556698,0.0,0.03125
2021-04-14 06:42:32.725223,0.0,0.03125
2021-04-14 06:42:32.857762,0.0,0.03125
2021-04-14 06:42:32.975509,0.0,0.03125
2021-04-14 06:42:33.092901,0.0,0.03125
2021-04-14 06:42:33.210291,0.0,0.03125
2021-04-14 06:42:33.330574,0.0,0.03125
2021-04-14 06:42:33.448512,0.0,0.03125
2021-04-14 06:42:33.565674,0.0,0.03125
2021-04-14 06:42:33.685302,0.0,0.03125
